,iata,name,city,state,country,latitude,longitude
2589,PCK,Porcupine Creek,Porcupine Creek,AK,USA,67.23789833,-150.2860608
2590,PCM,Plant City Municipal,Plant City,FL,USA,28.00021667,-82.16424167
2591,PCW,Carl R. Keller,Port Clinton,OH,USA,41.51627778,-82.86869444
2592,PCZ,Waupaca Municipal,Waupaca,WI,USA,44.33368778,-89.01549861
2593,PDC,Prairie Du Chien Municipal,Prairie Du Chien,WI,USA,43.01928889,-91.12374722
2594,PDK,Dekalb-Peachtree,Atlanta,GA,USA,33.87560444,-84.30196778
2595,PDT,Eastern Oregon Regional At Pendleton,Pendleton,OR,USA,45.69505556,-118.84144440000001
2596,PDX,Portland Intl,Portland,OR,USA,45.58872222,-122.5975
2597,PEA,Pella Municipal,Pella,IA,USA,41.40006667,-92.94588333
2598,PEC,Pelican SPB,Pelican,AK,USA,57.95517222,-136.2362733
2599,PEO,Penn Yan,Penn Yan,NY,USA,42.63813556,-77.05306083
2600,PEQ,Pecos Municipal,Pecos City,TX,USA,31.3823575,-103.5107017
2601,PEZ,Pleasanton Municipal,Pleasanton,TX,USA,28.95419444,-98.51998917
2602,PFN,Panama City-Bay County International,Panama City,FL,USA,30.21208333,-85.68280556
2603,PGA,Page Municipal,Page,AZ,USA,36.92611111,-111.4483611
2604,PGD,Charlotte County,Punta Gorda,FL,USA,26.92019444,-81.99052778
2605,PGM,Port Graham,Port Graham,AK,USA,59.34825944,-151.8315389
2606,PGR,Kirk,Paragould,AR,USA,36.06352944,-90.50986028
2607,PGV,Pitt-Greenville,Greenville,NC,USA,35.63523944,-77.38532028
2608,PHD,Harry Clever,New Philadelphia,OH,USA,40.47091667,-81.41975
2609,PHF,Newport News/Williamsburg International,Newport News,VA,USA,37.13189556,-76.4929875
2610,PHG,Phillipsburg Municipal,Phillipsburg,KS,USA,39.73530556,-99.31741667
2611,PHH,Andrews Municipal,Andrews,SC,USA,33.45169472,-79.52620111
2612,PHK,Palm Beach County Glades,Pahokee,FL,USA,26.78503861,-80.69335528
2613,PHL,Philadelphia Intl,Philadelphia,PA,USA,39.87195278,-75.24114083
2614,PHN,St Clair County International,Port Huron,MI,USA,42.91095778,-82.52886139
2615,PHO,Point Hope,Point Hope,AK,USA,68.34877417,-166.7993086
2616,PHP,Philip,Philip,SD,USA,44.04862722,-101.5990603
2617,PHT,Henry County,Paris,TN,USA,36.33822472,-88.38287861
2618,PHX,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43416667,-112.00805559999999
2619,PIA,Greater Peoria Regional,Peoria,IL,USA,40.66424333,-89.69330556
2620,PIB,Hattiesburg-Laurel Regional,Hattiesburg-Laurel,MS,USA,31.46714944,-89.33705778
2621,PIE,St. Petersburg-Clearwater International,St. Petersburg,FL,USA,27.91076333,-82.68743944
2622,PIH,Pocatello Regional,Pocatello,ID,USA,42.91130556,-112.59586110000001
2623,PIL,Port Isabel-Cameron County,Port Isabel,TX,USA,26.16621,-97.34588611
2624,PIM,Callaway Gardens-Harris County,Pine Mountain,GA,USA,32.84069444,-84.88244444
2625,PIR,Pierre Regional,Pierre,SD,USA,44.38267694,-100.285965
2626,PIT,Pittsburgh International,Pittsburgh,PA,USA,40.49146583,-80.23287083
2627,PIZ,Point Lay Dew Station,Point Lay,AK,USA,69.732875,-163.0053417
2628,PJY,Pinckneyville-Duquoin,Pinckneyville-Duquoin,IL,USA,37.97788417,-89.36044889
2629,PKA,Napaskiak,Napaskiak,AK,USA,60.70369056,-161.7767367
2630,PKB,Wood Cty/Gill Robb Wilson,Parkersburg,WV,USA,39.34510333,-81.43920194
2631,PKD,Park Rapids Municipal,Park Rapids,MN,USA,46.90062583,-95.07313278
2632,PKF,Park Falls Municipal,Park Falls,WI,USA,45.95502361,-90.42441806
2633,PLB,Clinton Cty,Plattsburgh,NY,USA,44.68751861,-73.52452306
2634,PLD,Portland Municipal,Portland,IN,USA,40.45076167,-84.99007917
2635,PLN,Pellston Regional  of Emmet County,Pellston,MI,USA,45.5709275,-84.796715
2636,PLR,St Clair County,Pell City,AL,USA,33.55883333,-86.24905556
2637,PMB,Pembina Municipal,Pembina,ND,USA,48.9425,-97.24083333
2638,PMD,Palmdale Production Flight,Palmdale,CA,USA,34.62938889,-118.0845528
2639,PMH,Greater Portsmouth Regional,Portsmouth,OH,USA,38.84047,-82.84731361
2640,PMP,Pompano Beach Airpark,Pompano Beach,FL,USA,26.24713889,-80.11105556
2641,PMV,Plattsmouth Municipal,Plattsmouth,NE,USA,40.95025,-95.91788889
2642,PMX,Metropolitan,Palmer,MA,USA,42.22328722,-72.31138694
2643,PMZ,Plymouth Municipal,Plymouth,NC,USA,35.80843944,-76.75927694
2644,PNA,Ralph Wenz,Pinedale,WY,USA,42.79549917,-109.80709440000001
2645,PNC,Ponca City Municipal,Ponca City,OK,USA,36.73058417,-97.09976833
2646,PNE,Northeast Philadelphia,Philadelphia,PA,USA,40.08194417,-75.01058667
2647,PNM,Princeton Municipal,Princeton,MN,USA,45.55986778,-93.60821611
2648,PNN,Princeton Municipal,Princeton,ME,USA,45.20066667,-67.56438889
2649,PNP,Pilot Point,Pilot Point,AK,USA,57.58038056,-157.5674444
2650,PNS,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444
2651,POC,Brackett,La Verne,CA,USA,34.09164833,-117.78178030000001
2652,POF,Poplar Bluff Municipal,Poplar Bluff,MO,USA,36.77394444,-90.32484722
2653,POH,Pocahontas Municipal,Pocahontas,IA,USA,42.74280556,-94.64730556
2654,POU,Dutchess Cty,Poughkeepsie,NY,USA,41.62661111,-73.88411111
2655,POY,Powell Muni,Powell,WY,USA,44.86797222,-108.79299999999999
2656,PPA,Perry Lefors,Pampa,TX,USA,35.61298806,-100.9962608
2657,PPC,Prospect Creek,Prospect Creek,AK,USA,66.81288139,-150.64379250000002
2658,PPF,Tri City,Parsons,KS,USA,37.33125778,-95.50900667
2659,PPG,Pago Pago International,Pago Pago,AS,USA,14.33102278,-170.71052580000003
2660,PPO,La Porte Municipal,La Porte,IN,USA,41.57276194,-86.73413139
2661,PPQ,Pittsfield Penstone Municipal,Pittsfield,IL,USA,39.63885556,-90.77843111
2662,PQI,Northern Maine Regional,Presque Isle,ME,USA,46.688959999999994,-68.04479972
2663,PQL,Trent Lott International,Pascagoula,MS,USA,30.46278111,-88.52922778
2664,PQN,Pipestone Municipal,Pipestone,MN,USA,43.98330333,-96.30031083
2665,PR03,Fajardo Harbor Seaplane Base,Fajardo,PR,USA,18.339675,-65.62460583
2666,PRB,Paso Robles Municipal,Paso Robles,CA,USA,35.67288611,-120.6270558
2667,PRC,Ernest A. Love,Prescott,AZ,USA,34.65447222,-112.41958329999999
2668,PRG,Edgar County,Paris,IL,USA,39.70015944,-87.66961861
2669,PRN,Greenville Municipal,Greenville,AL,USA,31.84540222,-86.61044583
2670,PRO,Perry Municipal,Perry,IA,USA,41.82801306,-94.15990361
2671,PRX,Cox,Paris,TX,USA,33.63660667,-95.45073194
2672,PSB,Mid-State,Philipsburg,PA,USA,40.88439139,-78.08734167
2673,PSC,Tri-Cities,Pasco,WA,USA,46.26468028,-119.11902920000001
2674,PSE,Mercedita,Ponce,PR,USA,18.00830278,-66.56301194
2675,PSF,Pittsfield Municipal,Pittsfield,MA,USA,42.42684667,-73.29292806
2676,PSG,James C. Johnson Petersburg,Petersburg,AK,USA,56.80165194,-132.9452781
2677,PSK,New River Valley,Dublin,VA,USA,37.13734528,-80.67848167
2678,PSM,Pease International Tradeport,Portsmouth,NH,USA,43.07795889,-70.82327333
2679,PSN,Palestine Municipal,Palestine,TX,USA,31.77969444,-95.70630556
2680,PSP,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531
2681,PSX,Palacios Municipal,Palacios,TX,USA,28.72751778,-96.2509675
2682,PTB,Dinwiddie County,Petersburg,VA,USA,37.18375833,-77.50738889
2683,PTD,Potsdam Muni-Damon,Potsdam,NY,USA,44.67666917,-74.94844639
2684,PTH,Port Heiden,Port Heiden,AK,USA,56.95943333,-158.6318208
2685,PTK,Oakland-Pontiac,Pontiac,MI,USA,42.66520389,-83.41870917
2686,PTN,Harry P. Williams Memorial,Patterson,LA,USA,29.71081917,-91.33971778
2687,PTS,Atkinson Municipal,Pittsburg,KS,USA,37.44855556,-94.73133333
2688,PTT,Pratt Industrial,Pratt,KS,USA,37.7000175,-98.7462025
2689,PTU,Platinum,Platinum,AK,USA,59.01135611,-161.81966609999998
2690,PTV,Porterville Municipal,Porterville,CA,USA,36.02960778,-119.0627311
2691,PTW,Pottstown Limerick,Pottstown,PA,USA,40.23957167,-75.55662528
2692,PUB,Pueblo Memorial,Pueblo,CO,USA,38.28908722,-104.4965722
2693,PUC,Carbon County,Price,UT,USA,39.61391556,-110.7514183
2694,PUW,Pullman/Moscow Regional,"Pullman/Moscow,ID",WA,USA,46.74386111,-117.10958329999998
2695,PVB,Platteville Municipal,Platteville,WI,USA,42.68935583,-90.44439278
2696,PVC,Provincetown Municipal,Provincetown,MA,USA,42.07199833,-70.22137667
2697,PVD,Theodore F Green State,Providence,RI,USA,41.72399917,-71.42822111
2698,PVF,Placerville,Placerville,CA,USA,38.72421806,-120.753325
2699,PVG,Hampton Roads Executive,Portsmouth,VA,USA,36.78014889,-76.44883472
2700,PVJ,Pauls Valley Municipal,Pauls Valley,OK,USA,34.71105361,-97.22321694
2701,PVU,Provo Muni,Provo,UT,USA,40.21919444,-111.7233611
2702,PVW,Hale County,Plainview,TX,USA,34.16814722,-101.7173361
2703,PWA,Wiley Post,Oklahoma City,OK,USA,35.53455,-97.64721556
2704,PWC,Pine River Regional,Pine River,MN,USA,46.7247875,-94.3817
2705,PWD,Sher-Wood,Plentywood,MT,USA,48.79030583,-104.533845
2706,PWG,McGregor Exectuive,Waco,TX,USA,31.48491667,-97.31652778
2707,PWK,Palwaukee,Chicago/Wheeling/Prospect Heights,IL,USA,42.11418083,-87.90148083
2708,PWM,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875
2709,PWT,Bremerton National,Bremerton,WA,USA,47.49275361,-122.76242859999998
2710,PXE,Perry-Houston Couty,Perry,GA,USA,32.51058333,-83.76733333
2711,PYG,Pageland,Pageland,SC,USA,34.74213889,-80.34519444
2712,PYM,Plymouth Municipal,Plymouth,MA,USA,41.90902444,-70.72878778
2713,PYX,Perryton Ochiltree County,Perryton,TX,USA,36.41200333,-100.75178829999999
2714,PZQ,Presque Isle County,Rogers City,MI,USA,45.40709667,-83.81288556
2715,Q00,Littlefield Municipal,Littlefield,TX,USA,33.92395306,-102.38668309999998
2716,Q06,City of Tulia/Swisher County Municipal,Tulia,TX,USA,34.56682472,-101.78146109999999
2717,Q14,San Juan Pueblo,Espanola,NM,USA,36.02502306,-106.04641140000001
2718,Q16,Reserve,Reserve,NM,USA,33.70005472,-108.85062140000001
2719,Q17,Boonville,Boonville,CA,USA,39.0126775,-123.3827864
2720,Q21,Brownsville,Brownsville,CA,USA,39.45544417,-121.2913511
2721,Q24,Levelland Municipal,Levelland,TX,USA,33.54980833,-102.3727333
2722,Q25,Dinsmore,Dinsmore,CA,USA,40.49291944,-123.59975890000001
2723,Q26,Terry County,Brownfield,TX,USA,33.173675,-102.1926208
2724,Q31,Sequoia,Visalia,CA,USA,36.44856139,-119.31900559999998
2725,Q34,Portales Municipal,Portales,NM,USA,34.14547222,-103.4103333
2726,Q35,Springerville Babbitt,Springerville,AZ,USA,34.1286575,-109.31147560000001
2727,Q37,Carrizozo Municipal,Carrizozo,NM,USA,33.64886139,-105.89568500000001
2728,Q41,Floydada Municipal,Floydada,TX,USA,34.00230056,-101.330435
2729,Q42,Springer Municipal,Springer,NM,USA,36.32697806,-104.61971170000001
2730,Q44,Beaver Municipal,Beaver,OK,USA,36.79891472,-100.5298708
2731,Q49,Firebaugh,Firebaugh,CA,USA,36.85998861,-120.4644675
2732,Q53,Franklin,Franklin,CA,USA,38.30491306,-121.4296736
2733,Q55,Dimmitt Municipal,Dimmitt,TX,USA,34.56673556,-102.3226947
2734,Q58,Santa Rosa Municipal,Santa Rosa,NM,USA,34.93442472,-104.643065
2735,Q61,Georgetown,Georgetown,CA,USA,38.92111389,-120.86479440000001
2736,Q68,Pine Mountain Lake,Groveland,CA,USA,37.86166667,-120.1778889
2737,Q72,Hayfork,Hayfork,CA,USA,40.54708833,-123.1816953
2738,Q84,Mendota,Mendota,CA,USA,36.75800528,-120.3712794
2739,Q88,Paradise Skypark,Paradise,CA,USA,39.70960639,-121.61636170000001
2740,Q94,Rio Linda,Rio Linda,CA,USA,38.67601389,-121.44550919999999
2741,Q95,Ruth,Ruth,CA,USA,40.21125917,-123.29752309999999
2742,Q99,South County  of Santa Clara Co,San Martin,CA,USA,37.08158611,-121.59680559999998
2743,RAC,John H Batten,Racine,WI,USA,42.76119139,-87.81389806
2744,RAL,Riverside Municipal,Riverside,CA,USA,33.95187528,-117.4451017
2745,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2746,RBD,Redbird,Dallas,TX,USA,32.68086111,-96.86819444
2747,RBE,Bassett Municipal,Bassett,NE,USA,42.56966667,-99.56836111
2748,RBG,Roseburg Regional,Roseburg,OR,USA,43.23878306,-123.3558617
2749,RBL,Red Bluff Municipal,Red Bluff,CA,USA,40.15065667,-122.2522903
2750,RBW,Walterboro Municipal,Walterboro,SC,USA,32.92052778,-80.64125
2751,RBY,Ruby,Ruby,AK,USA,64.72721556,-155.4698886
2752,RCA,Ellsworth AFB,,,USA,44.145094,-103.103567
2753,RCR,Fulton County,Rochester,IN,USA,41.06554833,-86.18170444
2754,RCX,Rusk County,Ladysmith,WI,USA,45.49825694,-91.00186361
2755,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2756,RDG,"Reading Muni,Gen Carl A Spaatz",Reading,PA,USA,40.3785,-75.96525
2757,RDK,Red Oak Municipal,Red Oak,IA,USA,41.01052778,-95.25986111
2758,RDM,Roberts,Redmond,OR,USA,44.25406722,-121.1499633
2759,RDR,Grand Forks AFB,,,USA,47.961166999999996,-97.401167
2760,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2761,RDV,Red Devil,Red Devil,AK,USA,61.78764333,-157.3479344
2762,RED,Red Lodge,Red Lodge,MT,USA,45.18744472,-109.26737779999999
2763,RFD,Greater Rockford,Rockford,IL,USA,42.19536389,-89.09721111
2764,RFG,Refugio-Rooke,Refugio,TX,USA,28.29361694,-97.32304833
2765,RGK,Red Wing Municipal,Red Wing,MN,USA,44.58935611,-92.48496889
2766,RHI,Rhinelander-Oneida County,Rhinelander,WI,USA,45.63119306,-89.46745361
2767,RHV,Reid-Hillview of Santa Clara Co,San Jose,CA,USA,37.33287306,-121.81979469999999
2768,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2769,RID,Richmond Municipal,Richmond,IN,USA,39.75721528,-84.84281999999999
2770,RIF,Richfield Muni,Richfield,UT,USA,38.73643611,-112.09894440000001
2771,RIL,Garfield County Regional,Rifle,CO,USA,39.526315000000004,-107.7269403
2772,RIU,Rancho Murieta,Rancho Murieta,CA,USA,38.4887975,-121.10244469999999
2773,RIV,March,Riverside,CA,USA,33.88057333,-117.2594836
2774,RIW,Riverton Regional,Riverton,WY,USA,43.064235,-108.45984109999999
2775,RKD,Knox County Regional,Rockland,ME,USA,44.06008333,-69.09925
2776,RKP,Aransas County,Rockport,TX,USA,28.08677778,-97.04461111
2777,RKR,Robert S Kerr,Poteau,OK,USA,35.02162639,-94.6212525
2778,RKS,Rock Springs-Sweetwater County,Rock Springs,WY,USA,41.5942175,-109.0651928
2779,RKW,Rockwood Municipal,Rockwood,TN,USA,35.922295,-84.68966278
2780,RLD,Richland,Richland,WA,USA,46.305634999999995,-119.30418529999999
2781,RME,Griffis Airpark,Rome,NY,USA,43.23379861,-75.40703333
2782,RMG,Richard B Russell,Rome,GA,USA,34.35060111,-85.15801389
2783,RMP,Rampart,Rampart,AK,USA,65.50786222,-150.14280469999997
2784,RMY,Brooks,Marshall,MI,USA,42.25118111,-84.9554525
2785,RNC,Warren County Memorial,McMinnville,TN,USA,35.69870944,-85.84381722
2786,RNH,New Richmond Municipal,New Richmond,WI,USA,45.14831139,-92.53806139
2787,RNM,Ramona,Ramona,CA,USA,33.038905,-116.9136392
2788,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.76806470000001
2789,RNT,Renton Municipal,Renton,WA,USA,47.49313889,-122.21575
2790,RNV,Cleveland Municipal,Cleveland,MS,USA,33.76114056,-90.75787528
2791,ROA,Roanoke Regional/ Woodrum,Roanoke,VA,USA,37.32546833,-79.97542833
2792,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2793,ROG,Rogers Municipal-Carter,Rogers,AR,USA,36.37229667,-94.10686972
2794,ROP,Prachinburi,,,Thailand,14.078332999999999,101.378334
2795,ROR,Babelthoup/Koror,,,Palau,7.367222,134.544167
2796,ROS,Rush City Regional,Rush City,MN,USA,45.69801389,-92.95298972
2797,ROW,Roswell Industrial Air Center,Roswell,NM,USA,33.30155556,-104.5305556
2798,ROX,Roseau Municipal,Roseau,MN,USA,48.85603806,-95.69703861
2799,RPB,Belleville Municipal,Belleville,KS,USA,39.81790861,-97.659625
2800,RPD,Rice Lake Regional-Carl's,Rice Lake,WI,USA,45.41809056,-91.77365194
2801,RPX,Roundup,Roundup,MT,USA,46.47357528,-108.55763329999999
2802,RQB,Roben-Hood,Big Rapids,MI,USA,43.72263278,-85.50407333
2803,RQE,Window Rock,Window Rock,AZ,USA,35.65205556,-109.0673889
2804,RRL,Merrill Municipal,Merrill,WI,USA,45.19927083,-89.71143389
2805,RRT,Warroad Intl Swede Carlson,Warroad,MN,USA,48.94138889,-95.34838889
2806,RSH,Russian Mission,Russian Mission,AK,USA,61.77967583,-161.3194772
2807,RSL,Russell Municipal,Russell,KS,USA,38.87212222,-98.81177611
2808,RSN,Ruston Regional,Ruston,LA,USA,32.51444444,-92.58833333
2809,RST,Rochester International,Rochester,MN,USA,43.90882639,-92.49798722
2810,RSV,Robinson Municipal,Robinson,IL,USA,39.01604222,-87.649775
2811,RSW,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667
2812,RTN,Raton Municipal/Crews,Raton,NM,USA,36.74152778,-104.5021833
2813,RUE,Russellville Municipal,Russellville,AR,USA,35.25914667,-93.09326611
2814,RUG,Rugby Municipal,Rugby,ND,USA,48.39035917,-100.02427390000001
2815,RUQ,Rowan County,Salisbury,NC,USA,35.64588583,-80.52029306
2816,RUT,Rutland State,Rutland,VT,USA,43.52990694,-72.94961500000001
2817,RVJ,Reidsville,Reidsville,GA,USA,32.05897222,-82.15172222
2818,RVL,Mifflin Cty,Reedsville,PA,USA,40.67737417,-77.62682833
2819,RVN,Hawkins County,Rogersville,TN,USA,36.45757917,-82.88503722
2820,RVS,"Richard Lloyd Jones, Jr.",Tulsa,OK,USA,36.0396275,-95.984635
2821,RWF,Redwood Falls Muni,Redwood Falls,MN,USA,44.54720389,-95.082255
2822,RWI,Rocky Mount Wilson,Rocky Mount,NC,USA,35.85498861,-77.89295611
2823,RWL,Rawlins Muni,Rawlins,WY,USA,41.8055975,-107.19993999999998
2824,RWN,Arens,Winamac,IN,USA,41.09226306,-86.61287111
2825,RXE,Rexburg-Madison County,Rexburg,ID,USA,43.83391139,-111.80510500000001
2826,RYN,Ryan,Tucson,AZ,USA,32.14308333,-111.1728611
2827,RYV,Watertown Municipal,Watertown,WI,USA,43.16963222,-88.72321222
2828,RYY,Cobb County-McCollum,Marietta,GA,USA,34.01315611,-84.59854472
2829,RZL,Jasper County,Rensselaer,IN,USA,40.94789861,-87.18257944
2830,RZN,Burnett County,Siren,WI,USA,45.8227275,-92.37250083
2831,RZT,Ross County,Chillicothe,OH,USA,39.44136778,-83.02251556
2832,RZZ,Halifax County,Roanoke Rapids,NC,USA,36.43945583,-77.70934139
2833,S01,Conrad,Conrad,MT,USA,48.16863889,-111.9764722
2834,S03,Ashland Muni-Sumner Parker,Ashland,OR,USA,42.19028361,-122.6606283
2835,S05,Bandon State,Bandon,OR,USA,43.08733083,-124.4095578
2836,S07,Bend Muni,Bend,OR,USA,44.09483333,-121.2006389
2837,S10,Chelan Muni,Chelan,WA,USA,47.86597139,-119.94270530000001
2838,S12,Albany Municipal,Albany,OR,USA,44.63781639,-123.05944860000001
2839,S18,Forks,Forks,WA,USA,47.94146583,-124.39298670000001
2840,S21,Sunriver,Sunriver,OR,USA,43.87633333,-121.45305559999998
2841,S23,Ione Municipal,Ione,WA,USA,48.70727528,-117.41260359999998
2842,S24,Sandusky Co,Fremont,OH,USA,41.29570556,-83.03723056
2843,S25,Watford City Municipal,Watford City,ND,USA,47.79569972,-103.25369920000001
2844,S27,Kalispell City,Kalispell,MT,USA,48.17856944,-114.3037408
2845,S28,International Peace Garden,Dunseith,ND,USA,48.99778194,-100.0434589
2846,S30,Lebanon State,Lebanon,OR,USA,44.529845,-122.92953359999998
2847,S31,Lopez Island,Lopez,WA,USA,48.48259944,-122.93684440000001
2848,S32,Cooperstown Municipal,Cooperstown,ND,USA,47.42277361,-98.10587139
2849,S33,City-County,Madras,OR,USA,44.66623139,-121.1631
2850,S34,Plains,Plains,MT,USA,47.47243611,-114.900135
2851,S39,Prineville,Prineville,OR,USA,44.28699389,-120.9038328
2852,S40,Prosser,Prosser,WA,USA,46.212355,-119.7928122
2853,S43,Harvey,Snohomish,WA,USA,47.90815306,-122.10540719999999
2854,S45,Siletz Bay State,Siletz Bay (Gleneden Beach),OR,USA,44.87761139,-124.0284472
2855,S47,Tillamook,Tillamook,OR,USA,45.41824194,-123.81438390000001
2856,S50,Auburn Municipal,Auburn,WA,USA,47.32815583,-122.2265092
2857,S52,Methow Valley State,Winthrop,WA,USA,48.42070056,-120.1470264
2858,S59,Libby,Libby,MT,USA,48.28384528,-115.4902453
2859,S60,Kenmore Air Harbor Inc,Kenmore,WA,USA,47.75482,-122.2592931
2860,S64,Stanford,Stanford,MT,USA,47.14718944,-110.2299289
2861,S66,Homedale Municipal,Homedale,ID,USA,43.61488056,-116.9215372
2862,S67,Nampa Muni,Nampa,ID,USA,43.58133333,-116.52305559999999
2863,S68,Orofino Municipal,Orofino,ID,USA,46.49129139,-116.2768061
2864,S69,Lincoln,Lincoln,MT,USA,46.97494083,-112.6447606
2865,S70,Othello Muni,Othello,WA,USA,46.79486278,-119.0802875
2866,S71,Edgar G Obie,Chinook,MT,USA,48.59194444,-109.2488889
2867,S72,St Maries Municipal,St Maries,ID,USA,47.32768722,-116.5773906
2868,S73,Kamiah Municipal,Kamiah,ID,USA,46.21934028,-116.0134736
2869,S80,Idaho County,Grangeville,ID,USA,45.94255806,-116.1234158
2870,S83,Shoshone County,Kellogg,ID,USA,47.54769889,-116.18850079999999
2871,S85,Big Sky,Culbertson,MT,USA,48.15333333,-104.5038889
2872,S87,Weiser Municipal,Weiser,ID,USA,44.20683056,-116.9623869
2873,S89,Craigmont Municipal,Craigmont,ID,USA,46.24710917,-116.4801447
2874,S93,Cle Elum Municipal,Cle Elum,WA,USA,47.18317583,-120.884525
2875,S94,Whitman County Memorial,Colfax,WA,USA,46.8584975,-117.41379640000001
2876,S97,Anderson,Brewster,WA,USA,48.10486806,-119.7206128
2877,SAA,Shively,Saratoga,WY,USA,41.44485944,-106.82352639999999
2878,SAC,Sacramento Executive,Sacramento,CA,USA,38.51252389,-121.4934689
2879,SAD,Safford Regional,Safford,AZ,USA,32.85331278,-109.63497079999999
2880,SAF,Santa Fe Municipal,Santa Fe,NM,USA,35.61677778,-106.08813889999999
2881,SAN,San Diego International-Lindbergh,San Diego,CA,USA,32.73355611,-117.1896567
2882,SAR,Sparta Community-Hunter,Sparta,IL,USA,38.14893833,-89.69870972
2883,SAT,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778
2884,SAV,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889
2885,SAW,Sawyer,Gwinn,MI,USA,46.35361111,-87.39583222
2886,SAZ,Staples Municipal,Staples,MN,USA,46.38087944,-94.80660167
2887,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733
2888,SBD,San Bernardino International,San Bernardino,CA,USA,34.09535361,-117.23487420000001
2889,SBM,Sheboygan County Memorial,Sheboygan,WI,USA,43.76949444,-87.85158944
2890,SBN,South Bend Regional,South Bend,IN,USA,41.70895361,-86.31847417
2891,SBO,Emanuel County,Swainsboro,GA,USA,32.60825,-82.36869444
2892,SBP,San Luis Obispo Co-McChesney,San Luis Obispo,CA,USA,35.23705806,-120.64239309999999
2893,SBS,Steamboat Springs,Steamboat Springs,CO,USA,40.51625944,-106.8663006
2894,SBU,Blue Earth Municipal,Blue Earth,MN,USA,43.59534389,-94.09284833
2895,SBX,Shelby,Shelby,MT,USA,48.54125278,-111.8720722
2896,SBY,Salisbury-Ocean City: Wicomico Regional,Salisbury,MD,USA,38.34052611,-75.51028806
2897,SCB,Scribner State,Scribner,NE,USA,41.61033333,-96.62986111
2898,SCC,Deadhorse,Deadhorse,AK,USA,70.19475583,-148.4651608
2899,SCD,Merkel Field Sylacauga Municipal,Sylacauga,AL,USA,33.17183583,-86.30553778
2900,SCE,University Park,,,USA,40.851206,-77.84630200000001
2901,SCH,Schenectady Cty,Schenectady,NY,USA,42.85245556,-73.92886750000001
2902,SCK,Stockton Metro,Stockton,CA,USA,37.89426694,-121.2386203
2903,SCM,Scammon Bay,Scammon Bay,AK,USA,61.84454111,-165.57374919999998
2904,SCX,Scott Municipal,Oneida,TN,USA,36.45569444,-84.58575
2905,SD07,Bison Municipal,Bison,SD,USA,45.51859778,-102.46710420000001
2906,SD10,Canton Municipal,Canton,SD,USA,43.30888889,-96.571
2907,SD12,Wilder,De Smet,SD,USA,44.43080278,-97.56118861
2908,SD16,Eureka Municipal,Eureka,SD,USA,45.79998111,-99.6420625
2909,SD18,Flandreau Municipal,Flandreau,SD,USA,44.00386056,-96.59310139
2910,SD22,Hoven Municipal,Hoven,SD,USA,45.25755861,-99.79783944
2911,SD28,McLaughlin Municipal,McLaughlin,SD,USA,45.79680833,-100.7842503
2912,SD32,Murdo Municipal,Murdo,SD,USA,43.85165639,-100.71208109999999
2913,SD33,Parkston Municipal,Parkston,SD,USA,43.37915361,-97.97118278
2914,SD34,Presho Municipal,Presho,SD,USA,43.90637833,-100.03706690000001
2915,SDA,Shenandoah Municipal,Shenandoah,IA,USA,40.75148167,-95.41347222
2916,SDF,Louisville International-Standiford,Louisville,KY,USA,38.17438889,-85.736
2917,SDL,Scottsdale,Scottsdale,AZ,USA,33.622875,-111.91053329999998
2918,SDM,Brown  Municipal,San Diego,CA,USA,32.57230556,-116.98025
2919,SDP,Sand Point Municipal,Sand Point,AK,USA,55.31502778,-160.5176944
2920,SDY,Sidney-Richland Municipal,Sidney,MT,USA,47.70685778,-104.1925544
2921,SEA,Seattle-Tacoma Intl,Seattle,WA,USA,47.44898194,-122.30931310000001
2922,SEE,Gillespie,San Diego (El Cajon),CA,USA,32.82623111,-116.9724497
2923,SEF,Sebring  And Industrial Park,Sebring,FL,USA,27.45640278,-81.3424
2924,SEG,Penn Valley,Selinsgrove,PA,USA,40.82052917,-76.86377611
2925,SEM,Craig,Selma,AL,USA,32.34394667,-86.98780333
2926,SEP,Clark Field Municipal,Stephenville,TX,USA,32.21532333,-98.17766722
2927,SER,Freeman Municipal,Seymour,IN,USA,38.92355361,-85.90736556
2928,SET,St Charles County Smart,St Charles,MO,USA,38.92969444,-90.42996111
2929,SEZ,Sedona,Sedona,AZ,USA,34.84862889,-111.7884614
2930,SFB,Orlando Sanford,Orlando,FL,USA,28.77764,-81.23748944
